Zone,Revenue District,Org District,AC Number,AC Name,Site AC,Site AC No,Org Mandal,LB Type,Local Body Code,Local Body Name,Ward Code,Ward Number,Ward Name,Males,Females,Others,Total
Ernakulam,Thrissur,Thrissur City,66,Ollur,,,Ollur,C,C08004,Thrissur,C08004029,29,Edakkunny,"2,071","2,343",0,"4,414"
Ernakulam,Thrissur,Thrissur City,66,Ollur,,,Ollur,C,C08004,Thrissur,C08004030,30,Thaikattussery,"2,569","2,835",0,"5,404"
Ernakulam,Thrissur,Thrissur City,66,Ollur,,,Ollur,C,C08004,Thrissur,C08004031,31,Ollur,"2,137","2,305",0,"4,442"
Ernakulam,Thrissur,Thrissur City,66,Ollur,,,Ollur,C,C08004,Thrissur,C08004032,32,Chiyyaram,"3,062","3,418",0,"6,480"
Ernakulam,Thrissur,Thrissur City,66,Ollur,,,Ollur,C,C08004,Thrissur,C08004033,33,Chiyyaram South,"2,174","2,410",0,"4,584"
Ernakulam,Thrissur,Thrissur City,67,Thrissur,Thrissur,67,Thrissur East,C,C08004,Thrissur,C08004034,34,Kuriyachira West,"2,172","2,399",0,"4,571"
Ernakulam,Thrissur,Thrissur City,67,Thrissur,Thrissur,67,Thrissur East,C,C08004,Thrissur,C08004035,35,Kannamkulangara,"1,987","2,308",0,"4,295"
Ernakulam,Thrissur,Thrissur City,67,Thrissur,Thrissur,67,Thrissur west,C,C08004,Thrissur,C08004036,36,Thekkinkadu,"1,496","1,567",0,"3,063"
Ernakulam,Thrissur,Thrissur City,67,Thrissur,Thrissur,67,Thrissur west,C,C08004,Thrissur,C08004037,37,Thiruvambadi,839,990,0,"1,829"
Ernakulam,Thrissur,Thrissur City,67,Thrissur,Thrissur,67,Thrissur west,C,C08004,Thrissur,C08004038,38,Kottappuram,"1,715","1,929",0,"3,644"
Ernakulam,Thrissur,Thrissur City,67,Thrissur,Thrissur,67,Thrissur East,C,C08004,Thrissur,C08004039,39,Poothole,"2,369","2,649",0,"5,018"
Ernakulam,Thrissur,Thrissur City,67,Thrissur,Thrissur,67,Thrissur East,C,C08004,Thrissur,C08004040,40,Kokkalai,"1,902","2,158",0,"4,060"
Ernakulam,Thrissur,Thrissur City,67,Thrissur,Thrissur,67,Thrissur East,C,C08004,Thrissur,C08004041,41,Vadookara,"2,536","2,895",0,"5,431"
Ernakulam,Thrissur,Thrissur City,66,Ollur,,,Ollur,C,C08004,Thrissur,C08004042,42,Koorkanchery,"2,280","2,658",0,"4,938"
Ernakulam,Thrissur,Thrissur City,66,Ollur,,,Ollur,C,C08004,Thrissur,C08004043,43,Kanimangalam,"2,340","2,766",0,"5,106"
Ernakulam,Thrissur,Thrissur City,66,Ollur,,,Ollur,C,C08004,Thrissur,C08004044,44,Panamukku,"2,718","3,215",0,"5,933"
Ernakulam,Thrissur,Thrissur City,66,Ollur,,,Ollur,C,C08004,Thrissur,C08004045,45,Nedupuzha,"2,267","2,524",0,"4,791"
Ernakulam,Thrissur,Thrissur City,67,Thrissur,Thrissur,67,Thrissur west,C,C08004,Thrissur,C08004046,46,Kariattukara,"2,236","2,489",0,"4,725"
Ernakulam,Thrissur,Thrissur City,67,Thrissur,Thrissur,67,Thrissur west,C,C08004,Thrissur,C08004047,47,Laloor,"2,419","2,736",0,"5,155"
Ernakulam,Thrissur,Thrissur City,67,Thrissur,Thrissur,67,Thrissur west,C,C08004,Thrissur,C08004048,48,Aranattukara,"2,578","2,693",0,"5,271"
Ernakulam,Thrissur,Thrissur City,67,Thrissur,Thrissur,67,Thrissur west,C,C08004,Thrissur,C08004049,49,Kanattukara,"1,884","2,150",0,"4,034"
Ernakulam,Thrissur,Thrissur City,67,Thrissur,Thrissur,67,Thrissur west,C,C08004,Thrissur,C08004050,50,Ayyanthole,"1,632","1,895",1,"3,528"
Ernakulam,Thrissur,Thrissur City,67,Thrissur,Thrissur,67,Thrissur west,C,C08004,Thrissur,C08004051,51,Civil Station,"1,557","1,923",0,"3,480"
Ernakulam,Thrissur,Thrissur City,67,Thrissur,Thrissur,67,Thrissur west,C,C08004,Thrissur,C08004052,52,Olari,"2,345","2,914",0,"5,259"
Ernakulam,Thrissur,Thrissur City,67,Thrissur,Thrissur,67,Thrissur west,C,C08004,Thrissur,C08004053,53,Elthuruth,"2,539","2,895",0,"5,434"
Ernakulam,Thrissur,Thrissur City,67,Thrissur,Thrissur,67,Thrissur west,C,C08004,Thrissur,C08004054,54,Chettupuzha,"2,441","2,704",0,"5,145"
Ernakulam,Thrissur,Thrissur City,67,Thrissur,Thrissur,67,Thrissur west,C,C08004,Thrissur,C08004055,55,Pullazhi,"2,458","2,915",0,"5,373"
Ernakulam,Thrissur,Thrissur City,67,Thrissur,Thrissur,67,Thrissur west,C,C08004,Thrissur,C08004056,56,Puthoorkara,"2,366","2,780",2,"5,148"
Ernakulam,Thrissur,Thrissur City,64,Manalur,,,Pavaratty,G,G08006,Choondal,G08006001,1,Pelakkattu Payyur,660,749,0,"1,409"
Ernakulam,Thrissur,Thrissur City,64,Manalur,,,Pavaratty,G,G08006,Choondal,G08006002,2,Choondal,759,816,0,"1,575"
Ernakulam,Thrissur,Thrissur City,64,Manalur,,,Pavaratty,G,G08006,Choondal,G08006003,3,Parannoor,710,809,0,"1,519"
Ernakulam,Thrissur,Thrissur City,64,Manalur,,,Pavaratty,G,G08006,Choondal,G08006004,4,Chiranellur,716,862,0,"1,578"
Ernakulam,Thrissur,Thrissur City,64,Manalur,,,Pavaratty,G,G08006,Choondal,G08006005,5,Parappoor,620,694,0,"1,314"
Ernakulam,Thrissur,Thrissur City,64,Manalur,,,Pavaratty,G,G08006,Choondal,G08006006,6,Kechery North,573,685,0,"1,258"
Ernakulam,Thrissur,Thrissur City,64,Manalur,,,Pavaratty,G,G08006,Choondal,G08006007,7,Pattikkara,744,837,0,"1,581"
Ernakulam,Thrissur,Thrissur City,64,Manalur,,,Pavaratty,G,G08006,Choondal,G08006008,8,Ayamukku,819,958,0,"1,777"
Ernakulam,Thrissur,Thrissur City,64,Manalur,,,Pavaratty,G,G08006,Choondal,G08006009,9,Manali,672,768,0,"1,440"
Ernakulam,Thrissur,Thrissur City,64,Manalur,,,Pavaratty,G,G08006,Choondal,G08006010,10,Thalakkottukara,734,844,0,"1,578"
Ernakulam,Thrissur,Thrissur City,64,Manalur,,,Pavaratty,G,G08006,Choondal,G08006011,11,Peruvanmala,575,699,0,"1,274"
Ernakulam,Thrissur,Thrissur City,64,Manalur,,,Pavaratty,G,G08006,Choondal,G08006012,12,Mazhuvanchery,800,867,0,"1,667"
Ernakulam,Thrissur,Thrissur City,64,Manalur,,,Pavaratty,G,G08006,Choondal,G08006013,13,Eranellur,614,657,1,"1,272"
Ernakulam,Thrissur,Thrissur City,64,Manalur,,,Pavaratty,G,G08006,Choondal,G08006014,14,Kechery Center,716,887,0,"1,603"
Ernakulam,Thrissur,Thrissur City,64,Manalur,,,Pavaratty,G,G08006,Choondal,G08006015,15,Perumannu,666,818,0,"1,484"
Ernakulam,Thrissur,Thrissur City,64,Manalur,,,Pavaratty,G,G08006,Choondal,G08006016,16,Thoovanoor,544,602,0,"1,146"
Ernakulam,Thrissur,Thrissur City,64,Manalur,,,Pavaratty,G,G08006,Choondal,G08006017,17,Vettukadu,588,658,0,"1,246"
Ernakulam,Thrissur,Thrissur City,64,Manalur,,,Pavaratty,G,G08006,Choondal,G08006018,18,Thayamkavu,663,884,0,"1,547"
Ernakulam,Thrissur,Thrissur City,64,Manalur,,,Pavaratty,G,G08006,Choondal,G08006019,19,Choondalkunnu,419,512,0,931
Ernakulam,Thrissur,Thrissur City,64,Manalur,,,Pavaratty,G,G08006,Choondal,G08006020,20,Payyur,710,803,0,"1,513"
Ernakulam,Thrissur,Thrissur City,64,Manalur,,,Pavaratty,G,G08009,Kandanassery,G08009001,1,Chowallur,563,700,0,"1,263"
Ernakulam,Thrissur,Thrissur City,64,Manalur,,,Pavaratty,G,G08009,Kandanassery,G08009002,2,Kariyannur,561,700,0,"1,261"
Ernakulam,Thrissur,Thrissur City,64,Manalur,,,Pavaratty,G,G08009,Kandanassery,G08009003,3,Chowallur Kandanassery,595,723,0,"1,318"
Ernakulam,Thrissur,Thrissur City,64,Manalur,,,Pavaratty,G,G08009,Kandanassery,G08009004,4,Kandanassery,553,691,0,"1,244"
Ernakulam,Thrissur,Thrissur City,64,Manalur,,,Pavaratty,G,G08009,Kandanassery,G08009005,5,Ariyannur,538,587,0,"1,125"
Ernakulam,Thrissur,Thrissur City,64,Manalur,,,Pavaratty,G,G08009,Kandanassery,G08009006,6,Kalanagar,546,642,0,"1,188"
Ernakulam,Thrissur,Thrissur City,64,Manalur,,,Pavaratty,G,G08009,Kandanassery,G08009007,7,Koonammoochi,602,659,0,"1,261"
Ernakulam,Thrissur,Thrissur City,64,Manalur,,,Pavaratty,G,G08009,Kandanassery,G08009008,8,Vettukad,648,807,0,"1,455"
Ernakulam,Thrissur,Thrissur City,64,Manalur,,,Pavaratty,G,G08009,Kandanassery,G08009009,9,Aloor,660,732,0,"1,392"
Ernakulam,Thrissur,Thrissur City,64,Manalur,,,Pavaratty,G,G08009,Kandanassery,G08009010,10,Thiruvathra Kandiyoor,665,789,0,"1,454"
Ernakulam,Thrissur,Thrissur City,64,Manalur,,,Pavaratty,G,G08009,Kandanassery,G08009011,11,Mattom,643,747,0,"1,390"
Ernakulam,Thrissur,Thrissur City,64,Manalur,,,Pavaratty,G,G08009,Kandanassery,G08009012,12,Mattom West,711,747,0,"1,458"
Ernakulam,Thrissur,Thrissur City,64,Manalur,,,Pavaratty,G,G08009,Kandanassery,G08009013,13,Vallyadamkara,594,669,0,"1,263"
Ernakulam,Thrissur,Thrissur City,64,Manalur,,,Pavaratty,G,G08009,Kandanassery,G08009014,14,Vaduthala,637,787,0,"1,424"
Ernakulam,Thrissur,Thrissur City,64,Manalur,,,Pavaratty,G,G08009,Kandanassery,G08009015,15,Nambazhikkad,601,720,0,"1,321"
Ernakulam,Thrissur,Thrissur City,64,Manalur,,,Pavaratty,G,G08009,Kandanassery,G08009016,16,Sankaramkulam,521,647,0,"1,168"
Ernakulam,Thrissur,Thrissur City,64,Manalur,,,Pavaratty,G,G08009,Kandanassery,G08009017,17,Aayiramkulam,546,667,0,"1,213"
Ernakulam,Thrissur,Thrissur City,66,Ollur,,,Peechi,G,G08027,Madakkathara,G08027001,1,Mattampuram,745,830,0,"1,575"
Ernakulam,Thrissur,Thrissur City,66,Ollur,,,Peechi,G,G08027,Madakkathara,G08027002,2,Thanikkudam,729,848,0,"1,577"
Ernakulam,Thrissur,Thrissur City,66,Ollur,,,Peechi,G,G08027,Madakkathara,G08027003,3,Muttikkal,649,722,0,"1,371"
Ernakulam,Thrissur,Thrissur City,66,Ollur,,,Peechi,G,G08027,Madakkathara,G08027004,4,Karuvankad,777,860,0,"1,637"
Ernakulam,Thrissur,Thrissur City,66,Ollur,,,Peechi,G,G08027,Madakkathara,G08027005,5,Kattilappoovam,674,768,1,"1,443"
Ernakulam,Thrissur,Thrissur City,66,Ollur,,,Peechi,G,G08027,Madakkathara,G08027006,6,400 K V Sub Station,638,716,0,"1,354"
Ernakulam,Thrissur,Thrissur City,66,Ollur,,,Peechi,G,G08027,Madakkathara,G08027007,7,Chirakkakode,627,692,0,"1,319"
Ernakulam,Thrissur,Thrissur City,66,Ollur,,,Peechi,G,G08027,Madakkathara,G08027008,8,Pandiparambu,658,804,0,"1,462"
Ernakulam,Thrissur,Thrissur City,66,Ollur,,,Peechi,G,G08027,Madakkathara,G08027009,9,Kizhakke Vellanikkara,530,603,0,"1,133"
Ernakulam,Thrissur,Thrissur City,66,Ollur,,,Peechi,G,G08027,Madakkathara,G08027010,10,Kottepadam,466,500,0,966
Ernakulam,Thrissur,Thrissur City,66,Ollur,,,Peechi,G,G08027,Madakkathara,G08027011,11,Pananjakam,574,665,0,"1,239"
Ernakulam,Thrissur,Thrissur City,66,Ollur,,,Peechi,G,G08027,Madakkathara,G08027012,12,Padinjare Vellanikkara,675,710,0,"1,385"
Ernakulam,Thrissur,Thrissur City,66,Ollur,,,Peechi,G,G08027,Madakkathara,G08027013,13,Madakkathara,630,747,0,"1,377"
Ernakulam,Thrissur,Thrissur City,66,Ollur,,,Peechi,G,G08027,Madakkathara,G08027014,14,Ooranchery,637,698,0,"1,335"
Ernakulam,Thrissur,Thrissur City,66,Ollur,,,Peechi,G,G08027,Madakkathara,G08027015,15,Pullanikkad,600,670,0,"1,270"
Ernakulam,Thrissur,Thrissur City,66,Ollur,,,Peechi,G,G08027,Madakkathara,G08027016,16,Kallayi,601,678,0,"1,279"
Ernakulam,Thrissur,Thrissur City,66,Ollur,,,Peechi,G,G08027,Madakkathara,G08027017,17,Vellanissery,729,804,0,"1,533"
Ernakulam,Thrissur,Thrissur City,66,Ollur,,,Peechi,G,G08027,Madakkathara,G08027018,18,Ponganamkad,765,838,0,"1,603"
Ernakulam,Thrissur,Thrissur City,66,Ollur,,,Ollur,G,G08028,Nadathara,G08028001,1,Nadathara,551,643,0,"1,194"
Ernakulam,Thrissur,Thrissur City,66,Ollur,,,Ollur,G,G08028,Nadathara,G08028002,2,Shinkarikulam,634,712,0,"1,346"
Ernakulam,Thrissur,Thrissur City,66,Ollur,,,Ollur,G,G08028,Nadathara,G08028003,3,Ayyankunnu,563,603,0,"1,166"
Ernakulam,Thrissur,Thrissur City,66,Ollur,,,Ollur,G,G08028,Nadathara,G08028004,4,Thokkattukara,567,638,0,"1,205"
Ernakulam,Thrissur,Thrissur City,66,Ollur,,,Ollur,G,G08028,Nadathara,G08028005,5,Ayyappankavu,659,717,0,"1,376"
Ernakulam,Thrissur,Thrissur City,66,Ollur,,,Ollur,G,G08028,Nadathara,G08028006,6,Mulayam,676,723,0,"1,399"
Ernakulam,Thrissur,Thrissur City,66,Ollur,,,Ollur,G,G08028,Nadathara,G08028007,7,Koottala,587,676,0,"1,263"
Ernakulam,Thrissur,Thrissur City,66,Ollur,,,Ollur,G,G08028,Nadathara,G08028008,8,Achankunnu,730,779,0,"1,509"
Ernakulam,Thrissur,Thrissur City,66,Ollur,,,Ollur,G,G08028,Nadathara,G08028009,9,Cherumkuzhy,682,707,0,"1,389"
Ernakulam,Thrissur,Thrissur City,66,Ollur,,,Ollur,G,G08028,Nadathara,G08028010,10,Valakkavu,599,626,0,"1,225"
Ernakulam,Thrissur,Thrissur City,66,Ollur,,,Ollur,G,G08028,Nadathara,G08028011,11,Peedikaparambu,543,631,0,"1,174"
Ernakulam,Thrissur,Thrissur City,66,Ollur,,,Ollur,G,G08028,Nadathara,G08028012,12,Moorkanikkara,606,670,0,"1,276"
Ernakulam,Thrissur,Thrissur City,66,Ollur,,,Ollur,G,G08028,Nadathara,G08028013,13,Veembu,648,751,0,"1,399"
Ernakulam,Thrissur,Thrissur City,66,Ollur,,,Ollur,G,G08028,Nadathara,G08028014,14,Kozhukkully,608,681,0,"1,289"
Ernakulam,Thrissur,Thrissur City,66,Ollur,,,Ollur,G,G08028,Nadathara,G08028015,15,Polukkara,525,581,0,"1,106"
Ernakulam,Thrissur,Thrissur City,66,Ollur,,,Ollur,G,G08028,Nadathara,G08028016,16,Poochatty,617,683,0,"1,300"
Ernakulam,Thrissur,Thrissur City,66,Ollur,,,Ollur,G,G08028,Nadathara,G08028017,17,Ellikulangara,743,836,0,"1,579"
Ernakulam,Thrissur,Thrissur City,66,Ollur,,,Ollur,G,G08028,Nadathara,G08028018,18,Eravimangalam,754,865,0,"1,619"
Ernakulam,Thrissur,Thrissur City,66,Ollur,,,Ollur,G,G08028,Nadathara,G08028019,19,Kumarapuram,679,692,0,"1,371"
Ernakulam,Thrissur,Thrissur City,66,Ollur,,,Ollur,G,G08028,Nadathara,G08028020,20,Minor Road,631,674,0,"1,305"
Ernakulam,Thrissur,Thrissur City,66,Ollur,,,Peechi,G,G08029,Pananchery,G08029001,1,Pananchery,762,874,0,"1,636"
Ernakulam,Thrissur,Thrissur City,66,Ollur,,,Peechi,G,G08029,Pananchery,G08029002,2,Chembuthra,735,860,0,"1,595"
Ernakulam,Thrissur,Thrissur City,66,Ollur,,,Peechi,G,G08029,Pananchery,G08029003,3,Pattikkad,766,851,0,"1,617"
Ernakulam,Thrissur,Thrissur City,66,Ollur,,,Peechi,G,G08029,Pananchery,G08029004,4,Thanipadam,834,"1,012",0,"1,846"
Ernakulam,Thrissur,Thrissur City,66,Ollur,,,Peechi,G,G08029,Pananchery,G08029005,5,Poovanchira,859,964,0,"1,823"
Ernakulam,Thrissur,Thrissur City,66,Ollur,,,Peechi,G,G08029,Pananchery,G08029006,6,Chuvannamannu,810,865,0,"1,675"
Ernakulam,Thrissur,Thrissur City,66,Ollur,,,Peechi,G,G08029,Pananchery,G08029007,7,Vaniyampara,856,944,0,"1,800"
Ernakulam,Thrissur,Thrissur City,66,Ollur,,,Peechi,G,G08029,Pananchery,G08029008,8,Kombazha,925,"1,007",0,"1,932"
Ernakulam,Thrissur,Thrissur City,66,Ollur,,,Peechi,G,G08029,Pananchery,G08029009,9,Vazhukkumpara,898,"1,028",0,"1,926"
Ernakulam,Thrissur,Thrissur City,66,Ollur,,,Peechi,G,G08029,Pananchery,G08029010,10,Thekkumpadam,800,961,0,"1,761"
Ernakulam,Thrissur,Thrissur City,66,Ollur,,,Peechi,G,G08029,Pananchery,G08029011,11,Edappalam,763,859,0,"1,622"
Ernakulam,Thrissur,Thrissur City,66,Ollur,,,Peechi,G,G08029,Pananchery,G08029012,12,Mailattumpara,815,921,0,"1,736"
Ernakulam,Thrissur,Thrissur City,66,Ollur,,,Peechi,G,G08029,Pananchery,G08029013,13,Podipara,742,850,0,"1,592"
Ernakulam,Thrissur,Thrissur City,66,Ollur,,,Peechi,G,G08029,Pananchery,G08029014,14,Peechi,603,669,0,"1,272"
Ernakulam,Thrissur,Thrissur City,66,Ollur,,,Peechi,G,G08029,Pananchery,G08029015,15,Thamaravellachal,768,850,0,"1,618"
Ernakulam,Thrissur,Thrissur City,66,Ollur,,,Peechi,G,G08029,Pananchery,G08029016,16,Vilangannur,669,713,0,"1,382"
Ernakulam,Thrissur,Thrissur City,66,Ollur,,,Peechi,G,G08029,Pananchery,G08029017,17,Kannara,738,858,0,"1,596"
Ernakulam,Thrissur,Thrissur City,66,Ollur,,,Peechi,G,G08029,Pananchery,G08029018,18,Veendassery,795,868,0,"1,663"
Ernakulam,Thrissur,Thrissur City,66,Ollur,,,Peechi,G,G08029,Pananchery,G08029019,19,Payyanam,940,978,0,"1,918"
Ernakulam,Thrissur,Thrissur City,66,Ollur,,,Peechi,G,G08029,Pananchery,G08029020,20,Maraikkal,873,929,0,"1,802"
Ernakulam,Thrissur,Thrissur City,66,Ollur,,,Peechi,G,G08029,Pananchery,G08029021,21,Koottala,722,864,0,"1,586"
Ernakulam,Thrissur,Thrissur City,66,Ollur,,,Peechi,G,G08029,Pananchery,G08029022,22,Alppara,744,896,0,"1,640"
Ernakulam,Thrissur,Thrissur City,66,Ollur,,,Peechi,G,G08029,Pananchery,G08029023,23,Chirakunnu,883,"1,011",0,"1,894"
Ernakulam,Thrissur,Thrissur City,66,Ollur,,,Peechi,G,G08029,Pananchery,G08029024,24,Mudicode,892,"1,041",0,"1,933"
Ernakulam,Thrissur,Thrissur City,66,Ollur,,,Peechi,G,G08030,Puthur,G08030001,1,Kainoor,928,"1,011",0,"1,939"
Ernakulam,Thrissur,Thrissur City,66,Ollur,,,Peechi,G,G08030,Puthur,G08030002,2,Thonippara,924,998,0,"1,922"
Ernakulam,Thrissur,Thrissur City,66,Ollur,,,Peechi,G,G08030,Puthur,G08030003,3,Cherukunnu,785,843,0,"1,628"
Ernakulam,Thrissur,Thrissur City,66,Ollur,,,Peechi,G,G08030,Puthur,G08030004,4,Thamburattimoola,904,900,0,"1,804"
Ernakulam,Thrissur,Thrissur City,66,Ollur,,,Peechi,G,G08030,Puthur,G08030005,5,Vettukkad,862,963,0,"1,825"
Ernakulam,Thrissur,Thrissur City,66,Ollur,,,Peechi,G,G08030,Puthur,G08030006,6,Mannamangalam,901,897,0,"1,798"
Ernakulam,Thrissur,Thrissur City,66,Ollur,,,Peechi,G,G08030,Puthur,G08030007,7,Vellakkarithadam,738,818,0,"1,556"
Ernakulam,Thrissur,Thrissur City,66,Ollur,,,Peechi,G,G08030,Puthur,G08030008,8,Chullikkavu,716,771,0,"1,487"
Ernakulam,Thrissur,Thrissur City,66,Ollur,,,Peechi,G,G08030,Puthur,G08030009,9,Marottichal,671,699,0,"1,370"
Ernakulam,Thrissur,Thrissur City,66,Ollur,,,Peechi,G,G08030,Puthur,G08030010,10,Kallayikkunnu,745,779,0,"1,524"
Ernakulam,Thrissur,Thrissur City,66,Ollur,,,Peechi,G,G08030,Puthur,G08030011,11,Chembamkandam,758,816,0,"1,574"
Ernakulam,Thrissur,Thrissur City,66,Ollur,,,Peechi,G,G08030,Puthur,G08030012,12,Chocherikunnu,786,825,0,"1,611"
Ernakulam,Thrissur,Thrissur City,66,Ollur,,,Peechi,G,G08030,Puthur,G08030013,13,Mathikkunnu,700,793,0,"1,493"
Ernakulam,Thrissur,Thrissur City,66,Ollur,,,Peechi,G,G08030,Puthur,G08030014,14,Ponnukkara,629,758,0,"1,387"
Ernakulam,Thrissur,Thrissur City,66,Ollur,,,Peechi,G,G08030,Puthur,G08030015,15,Puthur East,863,905,0,"1,768"
Ernakulam,Thrissur,Thrissur City,66,Ollur,,,Peechi,G,G08030,Puthur,G08030016,16,Ponnukkara West,892,936,0,"1,828"
Ernakulam,Thrissur,Thrissur City,66,Ollur,,,Peechi,G,G08030,Puthur,G08030017,17,Puthur,903,990,0,"1,893"
Ernakulam,Thrissur,Thrissur City,66,Ollur,,,Peechi,G,G08030,Puthur,G08030018,18,Kunjanampara,794,855,0,"1,649"
Ernakulam,Thrissur,Thrissur City,66,Ollur,,,Peechi,G,G08030,Puthur,G08030019,19,Kanakassery,"1,059","1,323",0,"2,382"
Ernakulam,Thrissur,Thrissur City,66,Ollur,,,Peechi,G,G08030,Puthur,G08030020,20,Marathakkara East,939,"1,034",0,"1,973"
Ernakulam,Thrissur,Thrissur City,66,Ollur,,,Peechi,G,G08030,Puthur,G08030021,21,Marathakkara West,798,905,0,"1,703"
Ernakulam,Thrissur,Thrissur City,66,Ollur,,,Peechi,G,G08030,Puthur,G08030022,22,Peruvamkulangara,856,871,0,"1,727"
Ernakulam,Thrissur,Thrissur City,66,Ollur,,,Peechi,G,G08030,Puthur,G08030023,23,Elamthuruthy,659,717,0,"1,376"
Ernakulam,Thrissur,Thrissur City,66,Ollur,,,Peechi,G,G08030,Puthur,G08030024,24,Puzhampallam,961,967,0,"1,928"
Ernakulam,Thrissur,Thrissur City,64,Manalur,,,Manalur,G,G08037,Elavally,G08037001,1,Brahmakulam,563,626,0,"1,189"
Ernakulam,Thrissur,Thrissur City,64,Manalur,,,Manalur,G,G08037,Elavally,G08037002,2,Chittattukara,570,611,0,"1,181"
Ernakulam,Thrissur,Thrissur City,64,Manalur,,,Manalur,G,G08037,Elavally,G08037003,3,Kizhakkethala,598,652,0,"1,250"
Ernakulam,Thrissur,Thrissur City,64,Manalur,,,Manalur,G,G08037,Elavally,G08037004,4,Kadavallur,771,811,0,"1,582"
Ernakulam,Thrissur,Thrissur City,64,Manalur,,,Manalur,G,G08037,Elavally,G08037005,5,Parakkad,602,774,0,"1,376"
Ernakulam,Thrissur,Thrissur City,64,Manalur,,,Manalur,G,G08037,Elavally,G08037006,6,Cheloor,715,792,0,"1,507"
Ernakulam,Thrissur,Thrissur City,64,Manalur,,,Manalur,G,G08037,Elavally,G08037007,7,Vaka,679,753,0,"1,432"
Ernakulam,Thrissur,Thrissur City,64,Manalur,,,Manalur,G,G08037,Elavally,G08037008,8,Manachal,594,684,0,"1,278"
Ernakulam,Thrissur,Thrissur City,64,Manalur,,,Manalur,G,G08037,Elavally,G08037009,9,Elavally,682,785,0,"1,467"
Ernakulam,Thrissur,Thrissur City,64,Manalur,,,Manalur,G,G08037,Elavally,G08037010,10,Ullas Nagar,693,784,0,"1,477"
Ernakulam,Thrissur,Thrissur City,64,Manalur,,,Manalur,G,G08037,Elavally,G08037011,11,Pandarakkad,728,794,0,"1,522"
Ernakulam,Thrissur,Thrissur City,64,Manalur,,,Manalur,G,G08037,Elavally,G08037012,12,Indramchira,613,750,0,"1,363"
Ernakulam,Thrissur,Thrissur City,64,Manalur,,,Manalur,G,G08037,Elavally,G08037013,13,Kattery,706,777,0,"1,483"
Ernakulam,Thrissur,Thrissur City,64,Manalur,,,Manalur,G,G08037,Elavally,G08037014,14,Puvathur,680,859,0,"1,539"
Ernakulam,Thrissur,Thrissur City,64,Manalur,,,Manalur,G,G08037,Elavally,G08037015,15,Kakkasseri,607,670,0,"1,277"
Ernakulam,Thrissur,Thrissur City,64,Manalur,,,Manalur,G,G08037,Elavally,G08037016,16,Puthunagar,635,657,0,"1,292"
Ernakulam,Thrissur,Thrissur City,64,Manalur,,,Manalur,G,G08037,Elavally,G08037017,17,Padivarambu,535,571,0,"1,106"
Ernakulam,Thrissur,Thrissur City,64,Manalur,,,Manalur,G,G08037,Elavally,G08037018,18,Janasakthi,758,818,0,"1,576"
Ernakulam,Thrissur,Thrissur City,64,Manalur,,,Manalur,G,G08038,Mullassery,G08038001,1,Thirunellur,610,672,0,"1,282"
Ernakulam,Thrissur,Thrissur City,64,Manalur,,,Manalur,G,G08038,Mullassery,G08038002,2,Peruvallur,630,734,0,"1,364"
Ernakulam,Thrissur,Thrissur City,64,Manalur,,,Manalur,G,G08038,Mullassery,G08038003,3,Ambedkar Gramam,605,718,0,"1,323"
Ernakulam,Thrissur,Thrissur City,64,Manalur,,,Manalur,G,G08038,Mullassery,G08038004,4,Penakam,567,628,0,"1,195"
Ernakulam,Thrissur,Thrissur City,64,Manalur,,,Manalur,G,G08038,Mullassery,G08038005,5,Annakara,548,597,0,"1,145"
Ernakulam,Thrissur,Thrissur City,64,Manalur,,,Manalur,G,G08038,Mullassery,G08038006,6,Elavathur,555,597,0,"1,152"
Ernakulam,Thrissur,Thrissur City,64,Manalur,,,Manalur,G,G08038,Mullassery,G08038007,7,Pathiyarkulangara,538,562,0,"1,100"
Ernakulam,Thrissur,Thrissur City,64,Manalur,,,Manalur,G,G08038,Mullassery,G08038008,8,Thanaveedhi,458,588,0,"1,046"
Ernakulam,Thrissur,Thrissur City,64,Manalur,,,Manalur,G,G08038,Mullassery,G08038009,9,Manina,516,612,0,"1,128"
Ernakulam,Thrissur,Thrissur City,64,Manalur,,,Manalur,G,G08038,Mullassery,G08038010,10,Parambanthally,498,594,0,"1,092"
Ernakulam,Thrissur,Thrissur City,64,Manalur,,,Manalur,G,G08038,Mullassery,G08038011,11,Santhigramam,556,662,0,"1,218"
Ernakulam,Thrissur,Thrissur City,64,Manalur,,,Manalur,G,G08038,Mullassery,G08038012,12,Poonchira,517,646,0,"1,163"
Ernakulam,Thrissur,Thrissur City,64,Manalur,,,Manalur,G,G08038,Mullassery,G08038013,13,Korli,599,698,0,"1,297"
Ernakulam,Thrissur,Thrissur City,64,Manalur,,,Manalur,G,G08038,Mullassery,G08038014,14,Mullassery Centre,590,679,0,"1,269"
Ernakulam,Thrissur,Thrissur City,64,Manalur,,,Manalur,G,G08038,Mullassery,G08038015,15,Mullassery,474,560,0,"1,034"
Ernakulam,Thrissur,Thrissur City,64,Manalur,,,Manalur,G,G08038,Mullassery,G08038016,16,C H C,598,694,0,"1,292"
Ernakulam,Thrissur,Thrissur City,64,Manalur,,,Pavaratty,G,G08039,Pavaratty,G08039001,1,Kalani,448,509,0,957
Ernakulam,Thrissur,Thrissur City,64,Manalur,,,Pavaratty,G,G08039,Pavaratty,G08039002,2,Kunnathoor,563,664,0,"1,227"
